	id	created_ts	text	user.name	location	verified	entities	RT	quoted_text
24	1235697315786010624	2020-03-05 22:42:52	RT @WHO: WHO is mobilizing the 🌍🌏🌎 to help all people Be Ready for the new #coronavirus. We are calling on our partners &amp; people in all cou…	🌟PatriotsGirl🌟🎨🎉🎶📚🏈💃	None	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [75, 87], u'text': u'coronavirus'}], u'urls': []}	1
82	1235697611484487680	2020-03-05 22:44:03	The recipes are everywhere online with instructions on how to make your own hand sanitizer as people prepare for COVID-19. @Gadget_Guy with what you need to know before you slather on your own concoction. https://t.co/52Sfm3NQVY	CityNews Edmonton	Edmonton, Alberta	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/gUqagdWyGB', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1235697611484487680', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
141	1235698090071322624	2020-03-05 22:45:57	RT @kadiagoba: Sen. Kamala Harris requests the Bureau of Prisons provide information about coronavirus preparation in prisons.  “The risk o…	kmf	NorCal	False	{u'user_mentions': [{u'id': 4462528175, u'indices': [3, 13], u'id_str': u'4462528175', u'screen_name': u'kadiagoba', u'name': u'Kadia Goba'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
154	1235698165652680705	2020-03-05 22:46:15	RT @kadiagoba: Sen. Kamala Harris requests the Bureau of Prisons provide information about coronavirus preparation in prisons.  “The risk o…	Jdbailey✍️	Longmont, CO	False	{u'user_mentions': [{u'id': 4462528175, u'indices': [3, 13], u'id_str': u'4462528175', u'screen_name': u'kadiagoba', u'name': u'Kadia Goba'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
288	1235699235963584512	2020-03-05 22:50:30	And we already know what ‘preparation’ will mean. Lock down, sack (moldy) lunches, no showers, no calls, no visits. Absolute hell.	La_Tisha_Conto	Home with cats	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/eGHCaq3YwQ', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1235699235963584512', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	"Sen. Kamala Harris requests the Bureau of Prisons provide information about coronavirus preparation in prisons.  “The risk of community spread poses a critical and unique threat to vulnerable populations, including those in our prisons and jails."" https://t.co/B7JpFHxKl4"
354	1235699783404118016	2020-03-05 22:52:41	RT @HeavenOrHellGod: @B52Malmet Let this sink in Tweeps: More than six weeks ago we knew Coronavirus was coming. Since then we have done no…	Nick Anderson	South Dakota, USA	False	{u'user_mentions': [{u'id': 145709551, u'indices': [3, 19], u'id_str': u'145709551', u'screen_name': u'HeavenOrHellGod', u'name': u'Lez Parnas Not Chicken!'}, {u'id': 2876041031, u'indices': [21, 31], u'id_str': u'2876041031', u'screen_name': u'B52Malmet', u'name': u'Barbara Malmet'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
427	1235700275219849217	2020-03-05 22:54:38	RT @theno_44: I'm ready, coronavirus. Take me home. 💀	Dev 🐋	None	False	{u'user_mentions': [{u'id': 1561976947, u'indices': [3, 12], u'id_str': u'1561976947', u'screen_name': u'theno_44', u'name': u'The No. 44'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
512	1235700916352778240	2020-03-05 22:57:11	RT @jonst0kes: This is a good assumption, &amp; there's nothing wrong with it. The whole game -- 100% of it -- is to /not get it at the same ti…	Komrade J	Urban Hellscape	False	{u'user_mentions': [{u'id': 15294170, u'indices': [3, 13], u'id_str': u'15294170', u'screen_name': u'jonst0kes', u'name': u'Jon Stokes'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	Ok is anyone else just resigned to the fact that they’re going to get coronavirus?
588	1235701480243392513	2020-03-05 22:59:25	If you think your health system is prepared for #COVID19, think again. See message from the ESICM President &amp; colleagues in Northern Italy: GET READY	Boundless helper 😷	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [{u'indices': [48, 56], u'text': u'COVID19'}], u'urls': [{u'url': u'https://t.co/wxBUrtBpQw', u'indices': [121, 144], u'expanded_url': u'https://twitter.com/i/web/status/1235701480243392513', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	10% of COVID patients in intensive care unit…  Message from the ESICM President &amp; colleagues in Northern Italy: GET READY  https://t.co/ow48KWxU55 https://t.co/47UtsRbc8O
725	1235702450817871872	2020-03-05 23:03:17	RT @kadiagoba: Sen. Kamala Harris requests the Bureau of Prisons provide information about coronavirus preparation in prisons.  “The risk o…	Sharon B	apache junction,az	False	{u'user_mentions': [{u'id': 4462528175, u'indices': [3, 13], u'id_str': u'4462528175', u'screen_name': u'kadiagoba', u'name': u'Kadia Goba'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
769	1235702774685257728	2020-03-05 23:04:34	RT @B52Malmet: The 25th amendment is way over due, but Pence and the Cabinet of Horrors will just watch Americans die instead. Every one of…	Barbara Edema	DeWitt, MI	False	{u'user_mentions': [{u'id': 2876041031, u'indices': [3, 13], u'id_str': u'2876041031', u'screen_name': u'B52Malmet', u'name': u'Barbara Malmet'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	@B52Malmet Let this sink in Tweeps: More than six weeks ago we knew Coronavirus was coming. Since then we have done nothing to prepare and our President has actually tried to hide our Lack of Preparation. We are now facing a crisis of proportions never seen in our country. #25thAmendmentNow https://t.co/m0PM3QdIdt
864	1235703554561589250	2020-03-05 23:07:40	RT @DrTedros: I am so grateful for the support and collaboration being shown to fight #COVID19 so far. I urge: 1⃣ the intl. community to ma…	AFT Connecticut	Connecticut	False	{u'user_mentions': [{u'id': 189868631, u'indices': [3, 12], u'id_str': u'189868631', u'screen_name': u'DrTedros', u'name': u'Tedros Adhanom Ghebreyesus'}], u'symbols': [], u'hashtags': [{u'indices': [86, 94], u'text': u'COVID19'}], u'urls': []}	1	WHO is mobilizing the 🌍🌏🌎 to help all people Be Ready for the new #coronavirus. We are calling on our partners &amp; people in all countries to join us in taking the actions needed to Be Safe, Smart &amp; Kind to fight #COVID19. Learn more at https://t.co/M11m4O5zF2
1039	1235705067782705154	2020-03-05 23:13:41	RT @washingtonpost: U.S. health system is showing why it’s not ready for a coronavirus pandemic https://t.co/tTqINeQQHd	BiasDBoy	Orlando, FL	False	{u'user_mentions': [{u'id': 2467791, u'indices': [3, 18], u'id_str': u'2467791', u'screen_name': u'washingtonpost', u'name': u'The Washington Post'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/tTqINeQQHd', u'indices': [96, 119], u'expanded_url': u'https://wapo.st/2PPNJil', u'display_url': u'wapo.st/2PPNJil'}]}	1	
1042	1235705101353922560	2020-03-05 23:13:49	RT @B52Malmet: The 25th amendment is way over due, but Pence and the Cabinet of Horrors will just watch Americans die instead. Every one of…	Erin Jacobs	South Carolina, USA	False	{u'user_mentions': [{u'id': 2876041031, u'indices': [3, 13], u'id_str': u'2876041031', u'screen_name': u'B52Malmet', u'name': u'Barbara Malmet'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	@B52Malmet Let this sink in Tweeps: More than six weeks ago we knew Coronavirus was coming. Since then we have done nothing to prepare and our President has actually tried to hide our Lack of Preparation. We are now facing a crisis of proportions never seen in our country. #25thAmendmentNow https://t.co/m0PM3QdIdt
1110	1235705607832956931	2020-03-05 23:15:49	Destinations Prepare for Financial Hit from Coronavirus; Look Forward to Rebound https://t.co/3InfqLDghk #meetingprofs #speakercoop	Speaker Co-op	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [{u'indices': [105, 118], u'text': u'meetingprofs'}, {u'indices': [119, 131], u'text': u'speakercoop'}], u'urls': [{u'url': u'https://t.co/3InfqLDghk', u'indices': [81, 104], u'expanded_url': u'https://www.smartmeetings.com/news/124579/destinations-prepare-financial-hit-coronavirus', u'display_url': u'smartmeetings.com/news/124579/de\u2026'}]}	0	
1131	1235705755266723840	2020-03-05 23:16:25	Read the latest updates about coronavirus and what DVC is doing to prepare. Find resources and learn more at https://t.co/pl5QRpZliN. https://t.co/md0e2GcsD6	Diablo Valley Coll.	Pleasant Hill, CA	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/RFoKVzjIZB', u'indices': [110, 133], u'expanded_url': u'https://twitter.com/i/web/status/1235705755266723840', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
1204	1235706269501190147	2020-03-05 23:18:27	RT @EFFSouthAfrica: EFF MP @NalediChirwa debates on the urgent matter of national public importance: The Coronavirus and the readiness of S…	bongane sibande	Bethal mpumalanga	False	{u'user_mentions': [{u'id': 932163222, u'indices': [3, 18], u'id_str': u'932163222', u'screen_name': u'EFFSouthAfrica', u'name': u'Economic Freedom Fighters'}, {u'id': 395443789, u'indices': [27, 40], u'id_str': u'395443789', u'screen_name': u'NalediChirwa', u'name': u'Naledi Chirwa'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
1298	1235707000694042624	2020-03-05 23:21:21	bruh to think Monsta X is most likely having a comeback in late March-early April &amp; to cancel their May World Tour in Seoul due to Coronavirus. Having Jooheon back for the tour &amp; getting ready to buy the albums	komal 🐻🐰🐶🐹🐢🐝🐺	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/IISKsp2MyV', u'indices': [120, 143], u'expanded_url': u'https://twitter.com/i/web/status/1235707000694042624', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
1611	1235709733958492161	2020-03-05 23:32:13	RT @SizzleBeauty: ‘🔥🔥A national scandal’: NY doctor crushes Trump regime for being way behind on coronavirus preparation‼️  🔥Why don’t hosp…	🔥♥️ SIZZLE ♥️🔥	United States	False	{u'user_mentions': [{u'id': 1122396663811837952, u'indices': [3, 16], u'id_str': u'1122396663811837952', u'screen_name': u'SizzleBeauty', u'name': u'\U0001f525\u2665\ufe0f SIZZLE \u2665\ufe0f\U0001f525'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
1941	1235712711360753665	2020-03-05 23:44:03	RT @tmprowell: Sobering heads up from our colleagues in N. Italy. #COVID19 #coronavirus	JinkZy	None	False	{u'user_mentions': [{u'id': 86970530, u'indices': [3, 13], u'id_str': u'86970530', u'screen_name': u'tmprowell', u'name': u'Tatiana Prowell, MD'}], u'symbols': [], u'hashtags': [{u'indices': [66, 74], u'text': u'COVID19'}, {u'indices': [75, 87], u'text': u'coronavirus'}], u'urls': []}	1	10% of COVID patients in intensive care unit…  Message from the ESICM President &amp; colleagues in Northern Italy: GET READY  https://t.co/ow48KWxU55 https://t.co/47UtsRbc8O
2002	1235713198411702272	2020-03-05 23:45:59	U.S. financial companies prep for new normal amid coronavirus outbreak https://t.co/mwu69Hvxuo	HEDGE energy	ask why?	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/mwu69Hvxuo', u'indices': [71, 94], u'expanded_url': u'http://tradeforprofit.net/2020/03/u-s-financial-companies-prep-for-new-normal-amid-coronavirus-outbreak/', u'display_url': u'tradeforprofit.net/2020/03/u-s-fi\u2026'}]}	0	
2264	1235714959927054336	2020-03-05 23:52:59	RT @kateduxler: Preparation isn't panic. It's the antidote to panic. #coronavirus	FINTREND2K	None	False	{u'user_mentions': [{u'id': 31263019, u'indices': [3, 14], u'id_str': u'31263019', u'screen_name': u'kateduxler', u'name': u'Kate Duxler'}], u'symbols': [], u'hashtags': [{u'indices': [69, 81], u'text': u'coronavirus'}], u'urls': []}	1	
2282	1235715095847526400	2020-03-05 23:53:31	RT @UNTVNewsRescue: The World Health Organization (WHO) is encouraging countries to prepare medical equipment capable of dealing with sever…	Cyrus Olivenza	Laguna	False	{u'user_mentions': [{u'id': 32726264, u'indices': [3, 18], u'id_str': u'32726264', u'screen_name': u'UNTVNewsRescue', u'name': u'UNTV News and Rescue'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
2431	1235716292008480769	2020-03-05 23:58:17	RT @depressionnote: how to handle coronavirus anxiety   • take sensible steps to prepare  • wash your hands frequently  • take a break from…	👑👑PCY'BBH👑👑	None	False	{u'user_mentions': [{u'id': 862029310470877185, u'indices': [3, 18], u'id_str': u'862029310470877185', u'screen_name': u'depressionnote', u'name': u'Mental Health Notes\u2122 \U0001f4c4'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
2820	1235719766163288064	2020-03-06 00:12:05	RT @whnt: NASA wants to be prepared for the effects of the COVID-19 coronavirus.​ https://t.co/3zcmKHydgy	💒🏈🎶🌻🍑👩‍🌾s~R~k👨‍🌾🏀👨‍👩‍👧🚜🐶🐱🐹	USA  🇺🇲	False	{u'user_mentions': [{u'id': 15397175, u'indices': [3, 8], u'id_str': u'15397175', u'screen_name': u'whnt', u'name': u'WHNT News 19'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/3zcmKHydgy', u'indices': [82, 105], u'expanded_url': u'https://whnt.com/news/nasa-implements-telework-day-to-prepare-for-work-disruptions/?taid=5e6193d538da270001fff595&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter', u'display_url': u'whnt.com/news/nasa-impl\u2026'}]}	1	
2980	1235720905025699841	2020-03-06 00:16:36	@elliemaygottasa @t20171234 @DanScavino @Saltimark @NanHayworth I never said that Trump called it a hoax. But he is certainly minimizing this. I live on the West Coast; people have died from coronavirus here. That means that many others have been sickened or are contagious. I fervently hope this passes quickly but it’s good to prepare.	Janet Pfefferkorn	Santa Clarita, CA	False	{u'user_mentions': [{u'id': 854033304537968642, u'indices': [0, 16], u'id_str': u'854033304537968642', u'screen_name': u'elliemaygottasa', u'name': u'Ellen'}, {u'id': 65510734, u'indices': [17, 27], u'id_str': u'65510734', u'screen_name': u't20171234', u'name': u'Bido'}, {u'id': 620571475, u'indices': [28, 39], u'id_str': u'620571475', u'screen_name': u'DanScavino', u'name': u'Dan Scavino'}, {u'id': 887619487431872512, u'indices': [40, 50], u'id_str': u'887619487431872512', u'screen_name': u'Saltimark', u'name': u'Salti Mary \u2b50\ufe0f\u2b50\ufe0f\u2b50\ufe0f'}, {u'id': 236541422, u'indices': [51, 63], u'id_str': u'236541422', u'screen_name': u'NanHayworth', u'name': u'Nan Hayworth, M.D.'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/rsLg0iZ3fk', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1235720905025699841', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
3208	1235723017788899328	2020-03-06 00:25:00	RT @Reuters: U.S. financial companies prep for new normal amid coronavirus outbreak https://t.co/dvbh50jWrn https://t.co/rfYvXzJgUa	Jay@pandiyan	Malaysia	False	{u'user_mentions': [{u'id': 1652541, u'indices': [3, 11], u'id_str': u'1652541', u'screen_name': u'Reuters', u'name': u'Reuters'}], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/dvbh50jWrn', u'indices': [84, 107], u'expanded_url': u'https://reut.rs/2VMoHoc', u'display_url': u'reut.rs/2VMoHoc'}], u'media': [{u'source_user_id': 1652541, u'source_status_id_str': u'1235721895095435264', u'expanded_url': u'https://twitter.com/Reuters/status/1235721895095435264/photo/1', u'display_url': u'pic.twitter.com/rfYvXzJgUa', u'url': u'https://t.co/rfYvXzJgUa', u'media_url_https': u'https://pbs.twimg.com/media/ESYqg9QXQAAIk0-.jpg', u'source_user_id_str': u'1652541', u'source_status_id': 1235721895095435264, u'id_str': u'1235721893447155712', u'sizes': {u'small': {u'h': 460, u'resize': u'fit', u'w': 680}, u'large': {u'h': 692, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 692, u'resize': u'fit', u'w': 1024}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [108, 131], u'type': u'photo', u'id': 1235721893447155712, u'media_url': u'http://pbs.twimg.com/media/ESYqg9QXQAAIk0-.jpg'}]}	1	
3250	1235723437047504896	2020-03-06 00:26:40	RT @SMKleinman: The growing threat of the coronavirus has revealed a dark truth:  The negative impact on financial markets has received gre…	christymaginn	Washington, DC 	False	{u'user_mentions': [{u'id': 4166604614, u'indices': [3, 14], u'id_str': u'4166604614', u'screen_name': u'SMKleinman', u'name': u'Steven Kleinman'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
3428	1235725164995805184	2020-03-06 00:33:32	RT @thecumberbum: If anyone here is suffering from Anxiety due to Coronavirus then please read this. I know it is hard believe me I can sym…	Dr. Stephen’s Mrs. // gim	177A, Bleecker St.	False	{u'user_mentions': [{u'id': 808449131568107521, u'indices': [3, 16], u'id_str': u'808449131568107521', u'screen_name': u'thecumberbum', u'name': u'Lucie \u200e \u200e\u06de'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	how to handle coronavirus anxiety   • take sensible steps to prepare  • wash your hands frequently  • take a break from consuming updates • try not to touch your face as much • write down your worries  • go for a walk • remember you probably won’t die
3449	1235725367052300290	2020-03-06 00:34:20	get your wills ready...shits a comin	ScooterBrowne	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': []}	0	#BREAKING First 3 positive coronavirus cases confirmed in Maryland: health officials | FOX 5 DC ⁦@fox5dc⁩ #BreakingNews #coronavirus  https://t.co/PgCtf8xvOh
3583	1235726792947728388	2020-03-06 00:40:00	RT @America14047750: BREAKING: The plan has always been to #EndTheFed after the November 2020 elections. The #coronavirus crisis is a last…	Jude ✝️🦅🗽🇺🇸I STAND WITH TRUMP🇺🇸❤️🇺🇸	New Zealand  paper.li/JUDENZ 	False	{u'user_mentions': [{u'id': 1184844128108056576, u'indices': [3, 19], u'id_str': u'1184844128108056576', u'screen_name': u'America14047750', u'name': u'America First - Official Account America-First.org'}], u'symbols': [], u'hashtags': [{u'indices': [59, 69], u'text': u'EndTheFed'}, {u'indices': [109, 121], u'text': u'coronavirus'}], u'urls': []}	1	
3734	1235727997929484293	2020-03-06 00:44:48	"RT @LetUsUniteHere: 10% of Italys Doctors and Nurses Infected with #Coronavirus saying ""Its much worse than anything they could have ever i…"	KYSocialist	None	False	{u'user_mentions': [{u'id': 1220550531233583105, u'indices': [3, 18], u'id_str': u'1220550531233583105', u'screen_name': u'LetUsUniteHere', u'name': u'\U0001f441\ufe0f\u200d\U0001f5e8\ufe0f\U0001f161\U0001f150\U0001f152\U0001f15b\U0001f154'}], u'symbols': [], u'hashtags': [{u'indices': [67, 79], u'text': u'Coronavirus'}], u'urls': []}	1	"Frightening #Coronavirus #Italy  10% of Lombardy's doctors and nurses infected by #Coronavirus and in quarantine  ""Much worse than anything we could imagine"" says head doctor  Meanwhile in France...  Italy's health system at limit in virus-struck Lombardy https://t.co/ce3DtJTJjr"
3786	1235728569218641920	2020-03-06 00:47:04	RT @VanHipp: #Antibodies can provide protection for #Coronavirus until a vaccine is ready!  A pre-manufactured #antibody would immediately…	Dorothy Kraatz	None	False	{u'user_mentions': [{u'id': 395010447, u'indices': [3, 11], u'id_str': u'395010447', u'screen_name': u'VanHipp', u'name': u'Van Hipp'}], u'symbols': [], u'hashtags': [{u'indices': [13, 24], u'text': u'Antibodies'}, {u'indices': [52, 64], u'text': u'Coronavirus'}, {u'indices': [111, 120], u'text': u'antibody'}], u'urls': []}	1	
3823	1235728889533444097	2020-03-06 00:48:20	RT @wef: Speed is of the essence. We must “Be Ready” for the new #coronavirus today. Look out for the most common symptoms for #COVID19: fe…	Gay Tiu	Surigao City, Caraga	False	{u'user_mentions': [{u'id': 5120691, u'indices': [3, 7], u'id_str': u'5120691', u'screen_name': u'wef', u'name': u'World Economic Forum'}], u'symbols': [], u'hashtags': [{u'indices': [65, 77], u'text': u'coronavirus'}, {u'indices': [127, 135], u'text': u'COVID19'}], u'urls': []}	1	
3884	1235729470931251201	2020-03-06 00:50:39	RT @wfaa: Texas has not yet seen “community spread” of COVID-19. But federal health officials want state governments to be ready. https://t…	Stephani Allen	None	False	{u'user_mentions': [{u'id': 15694286, u'indices': [3, 8], u'id_str': u'15694286', u'screen_name': u'wfaa', u'name': u'WFAA'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
4024	1235730926837141504	2020-03-06 00:56:26	RT @wef: Speed is of the essence. We must “Be Ready” for the new #coronavirus today. Look out for the most common symptoms for #COVID19: fe…	Emmanuel George Ndoma	Nigeria	False	{u'user_mentions': [{u'id': 5120691, u'indices': [3, 7], u'id_str': u'5120691', u'screen_name': u'wef', u'name': u'World Economic Forum'}], u'symbols': [], u'hashtags': [{u'indices': [65, 77], u'text': u'coronavirus'}, {u'indices': [127, 135], u'text': u'COVID19'}], u'urls': []}	1	
4251	1235732760351764480	2020-03-06 01:03:43	RT @RonaldKlain: Getting ready to join @ChrisHayesTV for @allinwithchris — first time on set! — to talk #coronavirus. https://t.co/NTpEvpy8…	All In with Chris Hayes	None	True	{u'user_mentions': [{u'id': 248884036, u'indices': [3, 15], u'id_str': u'248884036', u'screen_name': u'RonaldKlain', u'name': u'Ronald Klain'}, {u'id': 212328311, u'indices': [39, 52], u'id_str': u'212328311', u'screen_name': u'ChrisHayesTV', u'name': u'Chris Hayes'}, {u'id': 1286312880, u'indices': [57, 72], u'id_str': u'1286312880', u'screen_name': u'allinwithchris', u'name': u'All In with Chris Hayes'}], u'symbols': [], u'hashtags': [{u'indices': [104, 116], u'text': u'coronavirus'}], u'urls': []}	1	
4287	1235733081966997504	2020-03-06 01:05:00	Former director of Oregon Public Health Lab: The Public health systems are trained and ready to detect COVID-19  https://t.co/2gipJFCfem https://t.co/7ZNCam8R5k	Portland Tribune	Portland, OR	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/GjXL0cuJgJ', u'indices': [113, 136], u'expanded_url': u'https://twitter.com/i/web/status/1235733081966997504', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	
4333	1235733483311558656	2020-03-06 01:06:35	This is bulletin board material. Thought Belichick taught you better hank. Don’t taunt covid-19	JC	Cleveland, OH	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': []}	0	Feel like global death toll has been 3000 for 3 days. Almost ready to call the coronavirus the F word https://t.co/J2qbR92Z49
4524	1235735395100282880	2020-03-06 01:14:11	I’m watching news saying we do not have enough test kits and supplies for health workers. We have known it’s coming for months and are not ready.	Edward C Roberts	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/1hvfx7qLWy', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1235735395100282880', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	"Pence ended his briefing claiming: ""The risk of the coronavirus to the avg American remains low,""  Then walked off without answering a yelled question: ""Can the uninsured get tested?!""  Pence aid: ""Screaming for the camera isn't gonna get you anywhere!"" https://t.co/ARHOVIe3uF"
4553	1235735734721687553	2020-03-06 01:15:32	RT @ScienceNews: People need to “prepare themselves for the possibility that there will be multiple outbreaks or even widespread transmissi…	((( RAF2attac™ 👊)))	Berlin-Tempelhof	False	{u'user_mentions': [{u'id': 19402238, u'indices': [3, 15], u'id_str': u'19402238', u'screen_name': u'ScienceNews', u'name': u'Science News'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
4671	1235736866382663680	2020-03-06 01:20:02	Hope y’all are ready. I fear this more than the virus for the time being. Let’s see if that changes. Long vitamin C.	Jessॐ	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': []}	0	Ports normally filled to the brim with shipping containers are now empty.  In a couple weeks, store shelves of imports will be completely empty.  The great on-demand economy.
4714	1235737283690500096	2020-03-06 01:21:41	RT @DunwoodyDr: @MollyJongFast It will us mean we have incomplete data to prepare for a resurgence in the virus this Fall.	Marilyn Bayless	None	False	{u'user_mentions': [{u'id': 806237747849461760, u'indices': [3, 14], u'id_str': u'806237747849461760', u'screen_name': u'DunwoodyDr', u'name': u'\U0001f340In like a lion \U0001f981'}, {u'id': 14298769, u'indices': [16, 30], u'id_str': u'14298769', u'screen_name': u'MollyJongFast', u'name': u'Molly Jong-Fast'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
4748	1235737634217037824	2020-03-06 01:23:05	Lessons from our initial experience in northern Ita 1 prepare massive hospital beds (ideally, pre-empy the hospital) 2 reorganise ER in intensity levels with 20% beds for NIV and the rest for O2 3 mind logistics and supply_O2, venturimeters, helmets, monitors etc great challenge	Roberto Cosentini	milan	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/gYKk33wAQh', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1235737634217037824', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}	0	USA has lower hospital capacity (2.9 beds/1,000 people) than China (4.2), Australia (3.8), Italy (3.4), Japan (13.4), &amp; Korea (11.5). Reports indicate COVID-19 epidemic filled the hospitals in Wuhan and Milan regions. I suspect WA state will be taxed.  https://t.co/mdGPfI15OE 3/
4770	1235737913918468096	2020-03-06 01:24:12	Edmonton couple ready to get out of 2nd quarantine over coronavirus https://t.co/qaoEQOQKui	vishnu s	None	False	{u'user_mentions': [], u'symbols': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/qaoEQOQKui', u'indices': [68, 91], u'expanded_url': u'https://bloggvalley.co/2020/03/05/edmonton-couple-ready-to-get-out-of-2nd-quarantine-over-coronavirus/', u'display_url': u'bloggvalley.co/2020/03/05/edm\u2026'}]}	0	
4783	1235738044495523842	2020-03-06 01:24:43	RT @WHO: WHO is mobilizing the 🌍🌏🌎 to help all people Be Ready for the new #coronavirus. We are calling on our partners &amp; people in all cou…	The Safety Business	W1H 1JU	False	{u'user_mentions': [{u'id': 14499829, u'indices': [3, 7], u'id_str': u'14499829', u'screen_name': u'WHO', u'name': u'World Health Organization (WHO)'}], u'symbols': [], u'hashtags': [{u'indices': [75, 87], u'text': u'coronavirus'}], u'urls': []}	1	
4994	1235740225281941504	2020-03-06 01:33:23	RT @depressionnote: how to handle coronavirus anxiety   • take sensible steps to prepare  • wash your hands frequently  • take a break from…	Elizabeth Jones	None	False	{u'user_mentions': [{u'id': 862029310470877185, u'indices': [3, 18], u'id_str': u'862029310470877185', u'screen_name': u'depressionnote', u'name': u'Mental Health Notes\u2122 \U0001f4c4'}], u'symbols': [], u'hashtags': [], u'urls': []}	1	
5068	1235740980554403840	2020-03-06 01:36:23	RT @infotechRG: Confused about #Coronavirus/#COVID19? @InfoTechRG has everything you need for business continuity. Download the research or…	Karen Mann CHRE	Toronto, ON, Canada	False	{u'user_mentions': [{u'id': 39516928, u'indices': [3, 14], u'id_str': u'39516928', u'screen_name': u'infotechRG', u'name': u'Info-Tech Research Group'}, {u'id': 39516928, u'indices': [54, 65], u'id_str': u'39516928', u'screen_name': u'infotechRG', u'name': u'Info-Tech Research Group'}], u'symbols': [], u'hashtags': [{u'indices': [31, 43], u'text': u'Coronavirus'}, {u'indices': [44, 52], u'text': u'COVID19'}], u'urls': []}	1	
